x,y,id,s
-0.59,-0.12,"js_27.txt",4.0
-0.30,0.18,"js_28.txt",4.0
0.45,-0.36,"js_29.txt",4.0
-0.55,-0.15,"js_30.txt",4.0
-0.40,-0.20,"js_31.txt",4.0
-0.60,-0.16,"js_32.txt",4.0
-0.59,-0.19,"js_33.txt",4.0
0.72,-0.24,"js_34.txt",4.0
-0.56,-0.01,"js_35.txt",4.0
-0.58,-0.18,"js_36.txt",4.0
-0.58,-0.19,"js_37.txt",4.0
-0.58,-0.11,"js_38.txt",4.0
-0.57,-0.13,"js_39.txt",4.0
-0.57,-0.16,"js_40.txt",4.0
-0.58,-0.14,"js_41.txt",4.0
-0.55,0.04,"js_42.txt",4.0
-0.36,0.08,"js_43.txt",4.0
-0.56,-0.19,"jt_1.txt",4.0
-0.55,-0.00,"jt_2.txt",4.0
0.21,0.14,"jt_3.txt",4.0
0.25,-0.06,"jt_4.txt",4.0
0.02,-0.08,"jt_5.txt",4.0
-0.06,0.05,"jt_6.txt",4.0
0.43,-0.24,"jt_7.txt",4.0
0.16,0.61,"jt_8.txt",4.0
-0.59,-0.19,"jt_9.txt",4.0
-0.57,-0.15,"jt_10.txt",4.0
0.23,0.73,"jt_11.txt",4.0
0.59,0.20,"jt_12.txt",4.0
-0.16,0.04,"jt_13.txt",4.0
0.24,0.14,"jt_14.txt",4.0
-0.57,-0.20,"jt_15.txt",4.0
-0.37,-0.07,"jt_16.txt",4.0
0.53,-0.00,"jt_17.txt",4.0
-0.33,-0.31,"jt_18.txt",4.0
-0.58,-0.16,"jt_19.txt",4.0
-0.04,-0.08,"jt_20.txt",4.0
0.31,-0.30,"jt_21.txt",4.0
-0.07,-0.06,"jt_22.txt",4.0
-0.44,-0.12,"jt_23.txt",4.0
-0.59,-0.13,"jt_24.txt",4.0
0.08,-0.15,"jt_25.txt",4.0
-0.01,0.31,"jt_26.txt",4.0
-0.06,-0.29,"jt_27.txt",4.0
0.28,-0.25,"jt_28.txt",4.0
0.51,-0.18,"jt_29.txt",4.0
-0.26,0.15,"jt_30.txt",4.0
-0.07,0.34,"jt_31.txt",4.0
-0.23,0.65,"jt_32.txt",4.0
-0.24,-0.19,"jt_33.txt",4.0
-0.33,0.01,"jt_34.txt",4.0
-0.44,-0.09,"jt_35.txt",4.0
-0.36,0.02,"jt_36.txt",4.0
-0.14,0.40,"jt_37.txt",4.0
-0.31,-0.03,"jt_38.txt",4.0
0.52,-0.16,"jt_39.txt",4.0
0.53,-0.13,"jt_40.txt",4.0
-0.04,0.11,"ju_1.txt",4.0
0.76,-0.24,"ju_2.txt",4.0
-0.37,0.26,"ju_3.txt",4.0
-0.03,-0.17,"ju_4.txt",4.0
-0.59,-0.19,"ju_5.txt",4.0
0.70,-0.20,"ju_6.txt",4.0
0.60,-0.30,"ju_7.txt",4.0
0.36,-0.26,"ju_8.txt",4.0
0.21,-0.27,"ju_9.txt",4.0
-0.56,-0.17,"ju_10.txt",4.0
-0.58,-0.17,"ju_11.txt",4.0
0.52,-0.16,"ju_12.txt",4.0
0.40,-0.28,"ju_13.txt",4.0
0.58,-0.21,"ju_14.txt",4.0
0.10,-0.19,"ju_15.txt",4.0
-0.59,-0.12,"ju_16.txt",4.0
-0.49,-0.08,"ju_17.txt",4.0
-0.08,0.54,"ju_18.txt",4.0
0.22,-0.01,"ju_19.txt",4.0
-0.12,0.67,"ju_20.txt",4.0
-0.43,0.14,"ju_21.txt",4.0
0.18,0.27,"ju_22.txt",4.0
0.65,-0.14,"ju_23.txt",4.0
-0.59,-0.19,"ju_24.txt",4.0
0.61,0.35,"ju_25.txt",4.0
-0.39,-0.09,"ju_26.txt",4.0
-0.53,-0.16,"ju_27.txt",4.0
-0.42,-0.20,"ju_28.txt",4.0
0.72,-0.21,"ju_29.txt",4.0
-0.28,-0.11,"ju_30.txt",4.0
0.20,-0.18,"ju_31.txt",4.0
-0.29,0.01,"ju_32.txt",4.0
0.60,-0.10,"ju_33.txt",4.0
-0.28,0.08,"ju_34.txt",4.0
-0.59,-0.18,"jv_1.txt",4.0
-0.29,-0.14,"jv_2.txt",4.0
0.00,0.18,"jv_3.txt",4.0
-0.51,-0.07,"jv_4.txt",4.0
0.34,-0.03,"jv_5.txt",4.0
0.08,-0.24,"jv_6.txt",4.0
0.12,0.23,"jv_7.txt",4.0
-0.53,0.00,"jv_8.txt",4.0
-0.10,-0.23,"jv_9.txt",4.0
0.11,0.27,"jv_10.txt",4.0
0.41,-0.24,"jv_11.txt",4.0
0.11,-0.29,"jv_12.txt",4.0
-0.57,-0.16,"jv_13.txt",4.0
0.39,-0.29,"jv_14.txt",4.0
0.18,-0.04,"jv_15.txt",4.0
0.38,-0.37,"jv_16.txt",4.0
0.15,-0.02,"jv_17.txt",4.0
-0.60,-0.19,"jv_18.txt",4.0
-0.59,-0.19,"jv_19.txt",4.0
-0.48,0.17,"jv_20.txt",4.0
0.04,-0.04,"jv_21.txt",4.0
0.16,0.59,"jv_22.txt",4.0
-0.47,-0.16,"jv_23.txt",4.0
-0.36,0.25,"jv_24.txt",4.0
-0.31,-0.15,"jv_25.txt",4.0
0.40,-0.08,"jv_26.txt",4.0
0.38,-0.11,"jv_27.txt",4.0
-0.05,0.11,"jv_28.txt",4.0
0.12,-0.03,"jv_29.txt",4.0
0.47,-0.23,"jv_30.txt",4.0
-0.45,-0.23,"jv_31.txt",4.0
0.27,-0.14,"jv_32.txt",4.0
0.68,-0.17,"jv_33.txt",4.0
-0.10,0.91,"jv_34.txt",4.0
0.59,-0.30,"jv_35.txt",4.0
0.36,0.75,"jv_36.txt",4.0
-0.43,0.04,"jv_37.txt",4.0
0.03,0.54,"jv_38.txt",4.0
-0.28,-0.09,"jv_39.txt",4.0
-0.37,0.10,"jv_40.txt",4.0
0.23,-0.36,"jv_41.txt",4.0
0.58,-0.36,"jv_42.txt",4.0
-0.32,-0.06,"jv_43.txt",4.0
0.10,0.27,"jw_1.txt",4.0
0.45,0.00,"jw_2.txt",4.0
0.71,0.41,"jw_3.txt",4.92
0.28,-0.08,"jw_4.txt",4.0
0.45,-0.37,"jw_5.txt",4.0
0.79,-0.17,"jw_6.txt",4.0
-0.59,-0.19,"jw_7.txt",4.0
-0.13,0.12,"jw_8.txt",4.0
-0.59,-0.18,"jw_9.txt",4.0
0.18,-0.05,"jw_10.txt",4.0
0.12,-0.11,"jw_11.txt",4.0
-0.23,0.04,"jw_12.txt",4.0
0.47,0.15,"jw_13.txt",4.0
0.44,0.01,"jw_14.txt",4.0
-0.41,0.11,"jw_15.txt",4.0
-0.57,-0.16,"jw_16.txt",4.0
-0.59,-0.17,"jw_17.txt",4.0
0.71,0.06,"jw_18.txt",4.0
0.32,-0.07,"jw_19.txt",4.0
0.28,-0.25,"jw_20.txt",4.0
0.52,-0.05,"jw_21.txt",4.0
0.63,-0.31,"jw_22.txt",4.0
-0.05,0.14,"jw_23.txt",4.0
-0.24,0.03,"jw_24.txt",4.0
-0.15,-0.20,"jw_25.txt",4.0
0.66,-0.13,"jw_26.txt",4.0
0.56,-0.26,"jw_27.txt",4.0
0.22,0.27,"jw_28.txt",4.0
0.51,0.15,"jw_29.txt",4.0
-0.28,0.11,"jw_30.txt",4.0
-0.17,-0.30,"jw_31.txt",4.0
0.28,-0.29,"jw_32.txt",4.0
0.16,-0.31,"jw_33.txt",4.0
-0.12,0.77,"jw_34.txt",4.0
0.72,-0.25,"jw_35.txt",4.0
-0.59,-0.15,"jw_36.txt",4.0
-0.10,0.39,"jw_37.txt",4.0
0.62,-0.16,"jw_38.txt",4.0
0.33,-0.25,"jx_1.txt",4.0
-0.53,-0.18,"jx_2.txt",4.0
-0.49,-0.17,"jx_3.txt",4.0
0.37,-0.43,"jx_4.txt",4.0
-0.59,-0.17,"jx_5.txt",4.0
-0.59,-0.17,"jx_6.txt",4.0
-0.59,-0.18,"jx_7.txt",4.0
-0.59,-0.16,"jx_8.txt",4.0
-0.59,-0.17,"jx_9.txt",4.0
-0.60,-0.18,"jx_10.txt",4.0
0.11,0.37,"jx_11.txt",4.0
0.46,-0.12,"jx_12.txt",4.0
-0.60,0.04,"jx_13.txt",4.0
0.01,0.44,"jx_14.txt",4.0
-0.05,-0.00,"jx_15.txt",4.0
-0.27,0.07,"jx_16.txt",4.0
0.59,-0.18,"jx_17.txt",4.0
-0.52,0.50,"jx_18.txt",4.0
-0.01,0.43,"jx_19.txt",4.0
-0.10,0.43,"jx_20.txt",4.0
0.08,0.20,"jx_21.txt",4.0
0.51,-0.11,"jx_22.txt",4.0
-0.37,-0.27,"jx_23.txt",4.0
-0.11,-0.17,"jx_24.txt",4.0
-0.58,-0.18,"jx_25.txt",4.0
-0.60,-0.19,"jx_26.txt",4.0
-0.43,0.04,"jx_27.txt",4.0
-0.59,-0.17,"jx_28.txt",4.0
-0.40,0.28,"jx_29.txt",4.0
-0.60,-0.19,"jx_30.txt",4.0
-0.20,0.23,"jx_31.txt",4.0
-0.58,-0.18,"jx_32.txt",4.0
-0.44,-0.02,"jx_33.txt",4.0
0.36,-0.15,"jx_34.txt",4.0
0.81,-0.12,"jx_35.txt",4.0
-0.27,0.43,"jx_36.txt",4.0
-0.06,0.05,"jx_37.txt",4.0
0.42,0.62,"jx_38.txt",4.0
0.45,0.57,"jx_39.txt",4.0
0.67,-0.02,"jx_40.txt",4.0
0.42,0.23,"jx_41.txt",4.0
0.16,-0.17,"jx_42.txt",4.0
-0.21,-0.03,"jx_43.txt",4.0
-0.22,0.12,"jx_44.txt",4.0
0.30,0.06,"jx_45.txt",4.0
0.27,-0.05,"jx_46.txt",4.0
-0.01,0.43,"jx_47.txt",4.0
0.46,-0.24,"jx_48.txt",4.0
0.33,0.70,"jx_49.txt",4.0
0.02,-0.22,"jx_50.txt",4.0
-0.24,-0.20,"jx_51.txt",4.0
0.86,-0.07,"jx_52.txt",5.64
0.13,0.29,"jy_1.txt",4.0
-0.51,-0.24,"jy_2.txt",4.0
0.09,0.00,"jy_3.txt",4.0
-0.54,-0.14,"jy_4.txt",4.0
0.44,-0.27,"jy_5.txt",4.0
-0.33,0.41,"jy_6.txt",4.0
-0.18,0.15,"jy_7.txt",4.0
-0.19,0.31,"jy_8.txt",4.0
0.07,-0.30,"jy_9.txt",4.0
0.20,0.41,"jy_10.txt",4.0
0.01,0.41,"jy_11.txt",4.0
0.22,-0.40,"jy_12.txt",4.0
-0.05,0.02,"jy_13.txt",4.0
0.87,-0.15,"jy_14.txt",4.45
0.40,0.02,"jy_15.txt",4.0
0.07,-0.22,"jy_16.txt",4.0
0.58,-0.23,"jy_17.txt",4.0
0.35,0.38,"jy_18.txt",4.0
0.37,0.32,"jy_19.txt",4.0
-0.25,0.23,"jy_20.txt",4.0
0.53,0.00,"jy_21.txt",4.0
0.49,-0.09,"jy_22.txt",4.0
-0.12,0.32,"jy_23.txt",4.0
0.06,-0.11,"jy_24.txt",4.0
0.64,-0.12,"jy_25.txt",4.0
0.48,0.12,"jy_26.txt",4.0
-0.56,-0.19,"jy_27.txt",4.0
0.26,-0.44,"jy_28.txt",4.0
0.03,0.02,"jy_29.txt",4.0
-0.12,0.20,"jy_30.txt",4.0
-0.08,0.67,"jy_31.txt",4.0
0.12,0.05,"jy_32.txt",4.0
0.61,0.25,"jy_33.txt",4.0
0.21,0.84,"jy_34.txt",4.0
0.55,0.15,"jy_35.txt",4.0
0.37,-0.14,"jy_36.txt",4.0
0.40,-0.20,"jy_37.txt",4.0
0.43,-0.08,"jy_38.txt",4.0
0.45,-0.12,"k_1.txt",4.0
0.38,-0.14,"k_2.txt",4.0
0.39,-0.23,"k_3.txt",4.0
-0.59,-0.19,"k_4.txt",4.0
0.57,-0.43,"k_5.txt",4.0
0.30,-0.18,"k_6.txt",4.0
-0.22,0.21,"k_7.txt",4.0
0.28,-0.25,"k_8.txt",4.0
0.27,0.28,"k_9.txt",4.0
0.49,0.09,"k_10.txt",4.0
0.45,-0.09,"k_11.txt",4.0
0.76,-0.24,"k_12.txt",4.0
0.35,-0.07,"k_13.txt",4.0
0.65,-0.24,"k_14.txt",4.0
0.20,-0.16,"k_15.txt",4.0
0.32,-0.01,"k_16.txt",4.0
-0.30,-0.32,"k_17.txt",4.0
0.05,-0.16,"k_18.txt",4.0
0.52,0.27,"k_19.txt",4.0
0.06,0.18,"k_20.txt",4.0
-0.14,-0.09,"k_21.txt",4.0
-0.13,-0.34,"k_22.txt",4.0
0.38,-0.43,"k_23.txt",4.0
0.45,0.28,"k_24.txt",4.0
-0.22,0.55,"k_25.txt",4.0
0.51,0.07,"k_26.txt",4.0
0.20,0.18,"k_27.txt",4.0
0.63,-0.10,"k_28.txt",4.0
0.01,0.03,"k_29.txt",4.0
0.25,-0.17,"k_30.txt",4.0
0.56,-0.04,"k_31.txt",4.0
0.58,-0.30,"k_32.txt",4.0
0.72,-0.30,"k_33.txt",4.0
0.71,-0.33,"k_34.txt",4.0
0.26,-0.28,"k_35.txt",4.0
0.19,-0.25,"k1_1.txt",4.0
-0.10,-0.13,"k1_2.txt",4.0
-0.37,0.12,"k1_3.txt",4.0
-0.59,-0.19,"k1_4.txt",4.0
-0.19,0.07,"k1_5.txt",4.0
0.19,-0.12,"k1_6.txt",4.0
-0.53,-0.16,"k1_7.txt",4.0
-0.17,-0.18,"k1_8.txt",4.0
-0.37,0.12,"k1_9.txt",4.0
-0.51,-0.23,"k1_10.txt",4.0
-0.46,-0.08,"k1_11.txt",4.0
0.23,0.08,"k1_12.txt",4.0
0.05,-0.30,"k1_13.txt",4.0
-0.56,-0.00,"k1_14.txt",4.0
-0.51,-0.14,"k1_15.txt",4.0
-0.15,0.62,"k1_16.txt",4.0
-0.43,0.04,"k1_17.txt",4.0
-0.34,-0.07,"k1_18.txt",4.0
-0.49,0.06,"k1_19.txt",4.0
-0.52,-0.08,"k1_20.txt",4.0
-0.33,-0.03,"k1_21.txt",4.0
-0.38,0.03,"k1_22.txt",4.0
-0.58,-0.09,"k1_23.txt",4.0
-0.36,-0.08,"ka_1.txt",4.0
-0.48,-0.02,"ka_2.txt",4.0
-0.55,-0.15,"ka_3.txt",4.0
-0.50,-0.13,"ka_4.txt",4.0
-0.43,-0.07,"ka_5.txt",4.0
0.38,0.07,"ka_6.txt",4.0
0.35,-0.26,"ka_7.txt",4.0
0.10,0.06,"ka_8.txt",4.0
-0.31,-0.09,"ka_9.txt",4.0
0.46,-0.02,"ka_10.txt",4.0
0.67,0.26,"ka_11.txt",4.0
-0.21,0.78,"ka_12.txt",4.0
0.34,0.38,"ka_13.txt",4.0
0.36,-0.20,"ka_14.txt",4.0
-0.42,-0.08,"ka_15.txt",4.0
-0.38,0.55,"ka_16.txt",4.0
0.31,-0.30,"ka_17.txt",4.0
0.68,0.34,"ka_18.txt",4.0
0.54,-0.04,"ka_19.txt",4.0
-0.08,-0.10,"ka_20.txt",4.0
0.07,0.28,"ka_21.txt",4.0
0.08,0.35,"ka_22.txt",4.0
0.06,-0.01,"ka_23.txt",4.0
-0.19,-0.12,"ka_24.txt",4.0
0.47,-0.19,"ka_25.txt",4.0
0.31,0.28,"ka_26.txt",4.0
-0.20,-0.00,"ka_27.txt",4.0
0.32,0.09,"ka_28.txt",4.0
0.17,-0.23,"ka_29.txt",4.0
-0.01,0.46,"ka_30.txt",4.0
0.61,-0.20,"ka_31.txt",4.0
0.21,0.52,"ka_32.txt",4.0
0.32,0.25,"ka_33.txt",4.0
-0.12,-0.15,"ka_34.txt",4.0
-0.32,-0.09,"ka_35.txt",4.0
0.26,0.27,"ka_36.txt",4.0
0.40,0.11,"ka_37.txt",4.0
0.65,-0.30,"ka_38.txt",4.0
-0.02,-0.07,"ka_39.txt",4.0
-0.32,0.18,"ka_40.txt",4.0
0.41,0.15,"ka_41.txt",4.0
0.20,-0.25,"kb_1.txt",4.0
0.15,0.07,"kb_2.txt",4.0
-0.11,-0.13,"kb_3.txt",4.0
0.09,-0.12,"kb_4.txt",4.0
-0.37,0.12,"kb_5.txt",4.0
-0.59,-0.19,"kb_6.txt",4.0
-0.19,0.07,"kb_7.txt",4.0
-0.04,-0.03,"kb_8.txt",4.0
0.19,-0.12,"kb_9.txt",4.0
-0.38,-0.08,"kb_10.txt",4.0
0.57,-0.19,"kb_11.txt",4.0
0.93,-0.03,"kb_12.txt",6.25
0.32,-0.23,"kb_13.txt",4.0
-0.38,0.04,"kb_14.txt",4.0
-0.06,-0.32,"kb_15.txt",4.0
0.46,-0.04,"kb_16.txt",4.0
0.82,-0.03,"kb_17.txt",4.0
-0.53,-0.16,"kb_18.txt",4.0
-0.57,-0.13,"kb_19.txt",4.0
0.03,-0.13,"kb_20.txt",4.0
-0.28,0.11,"kb_21.txt",4.0
0.09,0.18,"kb_22.txt",4.0
0.45,-0.08,"kb_23.txt",4.0
0.68,0.12,"kc_1.txt",4.0
0.25,0.04,"kc_2.txt",4.0
0.50,-0.11,"kc_3.txt",4.0
0.66,0.04,"kc_4.txt",4.0
0.43,0.13,"kc_5.txt",4.0
0.66,0.08,"kc_6.txt",4.0
-0.17,-0.18,"kc_7.txt",4.0
0.55,0.15,"kc_8.txt",4.0
0.16,0.59,"kc_9.txt",4.0
0.23,-0.23,"kc_10.txt",4.0
0.05,0.08,"kc_11.txt",4.0
-0.37,0.12,"kc_12.txt",4.0
0.76,-0.07,"kc_13.txt",4.0
-0.07,0.16,"kc_14.txt",4.0
-0.48,-0.17,"kc_15.txt",4.0
-0.51,-0.23,"kc_16.txt",4.0
0.77,-0.16,"kc_17.txt",4.0
0.71,0.29,"kc_18.txt",4.0
-0.46,-0.08,"kc_19.txt",4.0
0.60,-0.05,"kc_20.txt",4.0
-0.33,0.23,"kc_21.txt",4.0
0.55,-0.15,"kc_22.txt",4.0
-0.36,-0.26,"kc_23.txt",4.0
0.71,-0.03,"kc_24.txt",4.0
0.65,-0.12,"kc_25.txt",4.0
-0.22,0.72,"kc_26.txt",4.0
-0.18,0.61,"kc_27.txt",4.0
0.70,0.04,"kc_28.txt",4.0
0.77,-0.16,"kc_29.txt",4.0
0.23,0.08,"kc_30.txt",4.0
0.04,-0.30,"kc_31.txt",4.0
0.17,-0.12,"kd_1.txt",4.0
0.47,-0.06,"kd_2.txt",4.0
0.04,-0.11,"kd_3.txt",4.0
-0.59,-0.09,"kd_4.txt",4.0
-0.51,-0.14,"kd_5.txt",4.0
0.54,0.22,"kd_6.txt",4.0
0.05,0.26,"kd_7.txt",4.0
0.83,-0.14,"kd_8.txt",4.39
-0.40,-0.25,"kd_9.txt",4.0
0.54,-0.23,"kd_10.txt",4.0
-0.43,-0.00,"kd_11.txt",4.0
-0.22,0.05,"kd_12.txt",4.0
-0.15,0.62,"kd_13.txt",4.0
-0.58,-0.10,"kd_14.txt",4.0
0.69,-0.26,"kd_15.txt",4.0
0.50,-0.18,"kd_16.txt",4.0
0.01,-0.11,"kd_17.txt",4.0
-0.47,-0.09,"kd_18.txt",4.0
0.26,0.08,"kd_19.txt",4.0
0.06,-0.28,"kd_20.txt",4.0
-0.43,0.05,"kd_21.txt",4.0
-0.34,-0.07,"kd_22.txt",4.0
0.77,-0.30,"kd_23.txt",4.0
-0.49,0.06,"kd_24.txt",4.0
-0.23,-0.15,"kd_25.txt",4.0
0.51,-0.07,"ke_1.txt",4.0
-0.06,0.79,"ke_2.txt",4.0
-0.55,-0.01,"ke_3.txt",4.0
-0.52,-0.08,"ke_4.txt",4.0
0.47,-0.29,"ke_5.txt",4.0
0.34,-0.16,"ke_6.txt",6.58
-0.48,-0.02,"ke_7.txt",4.0
0.82,-0.30,"ke_8.txt",4.0
-0.33,-0.03,"ke_9.txt",4.0
-0.32,-0.21,"ke_10.txt",4.0
-0.40,-0.17,"ke_11.txt",4.0
-0.39,-0.17,"ke_12.txt",4.0
0.24,0.13,"ke_13.txt",4.0
0.61,0.12,"ke_14.txt",4.0
0.73,-0.27,"ke_15.txt",4.0
-0.57,-0.19,"ke_16.txt",4.0
0.23,-0.25,"ke_17.txt",4.0
0.49,0.20,"ke_18.txt",4.0
-0.38,0.03,"ke_19.txt",4.0
0.16,0.46,"ke_20.txt",4.0
0.08,-0.11,"ke_21.txt",4.0
0.26,0.51,"ke_22.txt",4.0
-0.57,-0.02,"ke_23.txt",4.0
-0.41,-0.00,"ke_24.txt",4.0
0.42,-0.15,"ke_25.txt",4.0
0.74,-0.03,"ke_26.txt",4.0
0.41,-0.32,"ke_27.txt",4.0
0.67,-0.16,"ke_28.txt",4.0
-0.22,0.17,"ke_29.txt",4.0
-0.09,-0.08,"ke_30.txt",4.0
-0.59,-0.19,"ke_31.txt",4.0
0.90,-0.22,"keyword_1.txt",9.67
0.45,-0.37,"keyword_2.txt",4.0
0.86,-0.07,"keyword_3.txt",9.56
0.54,0.18,"kf_1.txt",4.0
0.33,-0.00,"kf_2.txt",4.0
-0.28,0.58,"kf_3.txt",4.0
0.54,-0.05,"kf_4.txt",4.0
-0.25,0.25,"kf_5.txt",4.0
0.63,-0.15,"kf_6.txt",4.0
0.48,-0.38,"kf_7.txt",4.0
0.46,-0.29,"kf_8.txt",4.0
-0.59,-0.19,"kf_9.txt",4.0
-0.03,-0.17,"kf_10.txt",4.0
-0.12,0.08,"kf_11.txt",4.0
-0.54,-0.13,"kf_12.txt",4.0
0.31,-0.11,"kf_13.txt",4.0
-0.58,-0.09,"kf_14.txt",4.0
0.53,0.09,"kf_15.txt",4.0
0.56,0.07,"kf_16.txt",4.0
0.87,-0.02,"kf_17.txt",4.84
0.24,-0.21,"kf_18.txt",4.0
-0.58,-0.14,"kf_19.txt",4.0
0.38,-0.31,"kf_20.txt",4.0
-0.32,-0.01,"kf_21.txt",4.0
0.38,-0.23,"kf_22.txt",4.0
0.65,-0.21,"kf_23.txt",4.48
0.50,-0.24,"kf_24.txt",4.0
-0.17,0.31,"kf_25.txt",4.0
0.29,0.21,"kf_26.txt",4.0
0.45,0.12,"kf_27.txt",4.0
-0.49,-0.08,"kf_28.txt",4.0
-0.37,-0.06,"kf_29.txt",4.0
0.45,-0.25,"kg_1.txt",4.0
0.91,-0.11,"kg_2.txt",6.53
-0.22,-0.30,"kg_3.txt",4.0
-0.04,0.38,"kg_4.txt",4.0
0.83,-0.16,"kg_5.txt",5.76
0.53,0.05,"kg_6.txt",4.0
-0.06,0.65,"kg_7.txt",4.0
0.61,0.12,"kg_8.txt",4.0
-0.10,0.38,"kg_9.txt",4.0
0.51,-0.15,"kg_10.txt",4.0
0.30,-0.21,"kg_11.txt",4.0
-0.04,0.30,"kg_12.txt",4.0
-0.28,0.37,"kg_13.txt",4.0
0.51,-0.10,"kg_14.txt",4.0
-0.13,0.19,"kg_15.txt",4.0
-0.55,-0.09,"kg_16.txt",4.0
-0.56,0.00,"kg_17.txt",4.0
-0.57,0.21,"kg_18.txt",4.0
-0.24,0.61,"kg_19.txt",4.0
0.71,-0.26,"kg_20.txt",4.0
0.27,-0.13,"kg_21.txt",4.0
-0.19,0.54,"kg_22.txt",4.0
0.12,-0.11,"kg_23.txt",4.0
0.01,0.24,"kg_24.txt",4.0
0.14,0.81,"kg_25.txt",4.0
0.36,0.17,"kg_26.txt",4.0
0.10,0.32,"kg_27.txt",4.0
0.02,0.74,"kg_28.txt",4.0
0.17,0.09,"kg_29.txt",4.0
0.02,0.19,"kg_30.txt",4.0
0.19,0.17,"kg_31.txt",4.0
-0.08,0.31,"kg_32.txt",4.0
0.50,0.34,"kg_33.txt",4.0
0.31,-0.15,"kg_34.txt",4.0
0.17,-0.12,"kh_1.txt",4.0
0.36,-0.09,"kh_2.txt",4.0
-0.07,0.07,"kh_3.txt",4.0
0.34,-0.20,"kh_4.txt",4.0
0.09,-0.24,"kh_5.txt",4.0
0.54,-0.30,"kh_6.txt",4.0
-0.29,0.33,"kh_7.txt",4.0
0.22,0.08,"kh_8.txt",4.0
0.20,0.18,"kh_9.txt",4.0
-0.17,0.32,"kh_10.txt",4.0
0.22,0.58,"kh_11.txt",4.0
-0.01,-0.09,"kh_12.txt",4.0
0.13,0.23,"kh_13.txt",4.0
0.14,0.56,"kh_14.txt",4.0
0.53,-0.17,"kh_15.txt",4.0
0.11,-0.22,"kh_16.txt",4.0
-0.51,-0.17,"kh_17.txt",4.0
0.49,0.26,"kh_18.txt",4.0
0.33,-0.25,"kh_19.txt",4.0
0.48,0.27,"kh_20.txt",4.0
0.59,0.00,"kh_21.txt",4.0
0.57,-0.21,"kh_22.txt",4.0
0.38,0.07,"kh_23.txt",4.0
0.56,-0.18,"kh_24.txt",4.0
0.15,0.19,"kh_25.txt",4.0
0.38,0.20,"kh_26.txt",4.0
0.55,-0.01,"kh_27.txt",4.0
0.70,-0.11,"kh_28.txt",4.0
0.33,0.83,"kh_29.txt",4.0
0.32,-0.21,"kh_30.txt",4.0
0.36,0.21,"kh_31.txt",4.0
0.01,0.44,"kh_32.txt",4.0
-0.25,0.46,"kh_33.txt",4.0
0.04,0.42,"kh_34.txt",4.0
-0.10,0.14,"kh_35.txt",4.0
-0.13,-0.01,"kh_36.txt",4.0
-0.54,-0.11,"kh_37.txt",4.0
-0.57,-0.15,"kh_38.txt",4.0
-0.56,-0.14,"kh_39.txt",4.0
-0.16,0.43,"kh_40.txt",4.0
0.23,0.06,"kh_41.txt",4.0
0.03,0.28,"kh_42.txt",4.0
0.08,0.62,"kh_43.txt",4.0
-0.52,0.13,"kh_44.txt",4.0
0.11,0.37,"kh_45.txt",4.0
0.09,0.51,"kh_46.txt",4.0
-0.23,-0.10,"kh_47.txt",4.0
0.80,-0.23,"kh_48.txt",4.0
-0.57,-0.15,"kh_49.txt",4.0
-0.50,-0.10,"kh_50.txt",4.0
-0.13,0.37,"kh_51.txt",4.0
-0.24,-0.13,"kh_52.txt",4.0
-0.25,-0.11,"kh_53.txt",4.0
0.52,-0.08,"kh_54.txt",4.0
0.01,0.42,"kh_55.txt",4.0
0.56,0.20,"kh_56.txt",4.0
-0.24,0.03,"kh_57.txt",4.0
0.25,0.60,"ki_1.txt",4.0
0.53,0.32,"ki_2.txt",4.0
-0.39,0.29,"ki_3.txt",4.0
-0.59,-0.19,"ki_4.txt",4.0
-0.42,-0.10,"ki_5.txt",4.0
-0.59,-0.18,"ki_6.txt",4.0
-0.60,-0.19,"ki_7.txt",4.0
-0.06,0.73,"ki_8.txt",4.0
-0.13,0.15,"ki_9.txt",7.24
-0.02,0.18,"ki_10.txt",4.0
-0.18,0.27,"ki_11.txt",4.0
0.27,-0.02,"ki_12.txt",4.0
0.28,0.67,"ki_13.txt",4.0
-0.22,0.21,"ki_14.txt",4.0
0.42,0.13,"ki_15.txt",4.0
0.15,0.02,"ki_16.txt",4.0
0.40,-0.20,"ki_17.txt",4.0
-0.11,0.33,"ki_18.txt",4.0
-0.49,0.13,"ki_19.txt",4.0
0.07,0.28,"ki_20.txt",4.0
-0.17,0.42,"ki_21.txt",4.0
-0.04,0.61,"ki_22.txt",4.0
0.46,-0.15,"ki_23.txt",4.0
-0.02,0.54,"ki_24.txt",4.0
0.44,-0.06,"ki_25.txt",4.0
-0.55,0.14,"ki_26.txt",4.0
0.22,-0.11,"ki_27.txt",4.0
0.71,-0.15,"ki_28.txt",4.0
0.37,-0.21,"ki_29.txt",4.0
-0.53,0.02,"ki_30.txt",4.0
0.54,0.22,"ki_31.txt",4.0
0.40,0.06,"ki_32.txt",4.0
0.61,0.07,"ki_33.txt",4.0
-0.12,0.64,"ki_34.txt",4.0
0.34,0.47,"kj_1.txt",4.0
-0.00,0.34,"kj_2.txt",4.0
-0.57,-0.06,"kj_3.txt",4.0
-0.23,0.40,"kj_4.txt",4.0
-0.26,0.69,"kj_5.txt",4.0
-0.46,-0.09,"kj_6.txt",4.0
0.13,0.12,"kj_7.txt",4.0
-0.59,-0.16,"kj_8.txt",4.0
